term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0046069,"cGMP catabolic process",0.001%,-0.334, 5.963,2.212,-1.6012,0.774,0.386,46069,0
GO:0006259,"DNA metabolic process",5.607%,-5.105, 2.906,5.857,-2.2772,0.867,0.386,6259,0
GO:0034330,"cell junction organization",0.056%, 6.527, 0.821,3.855,-1.5735,0.746,0.387,34330,0
GO:0050808,"synapse organization",0.070%, 6.500, 1.150,3.956,-7.4195,0.742,0.394,50808,0
GO:0071596,"ubiquitin-dependent protein catabolic process via the N-end rule pathway",0.002%,-1.512, 6.893,2.425,-1.3428,0.829,0.399,71596,0
GO:0006644,"phospholipid metabolic process",1.209%, 2.577, 3.836,5.191,-2.8330,0.772,0.401,6644,0
GO:0045017,"glycerolipid biosynthetic process",0.300%,null,null,4.585,-1.9674,0.814,0.925,6644,1
GO:0006650,"glycerophospholipid metabolic process",0.543%,null,null,4.843,-2.1251,0.782,0.729,6644,1
GO:0046474,"glycerophospholipid biosynthetic process",0.266%,null,null,4.534,-1.7042,0.792,0.915,6644,1
GO:0030258,"lipid modification",0.377%,null,null,4.685,-1.8989,0.815,0.703,6644,1
GO:0046486,"glycerolipid metabolic process",0.593%,null,null,4.881,-1.5850,0.809,0.736,6644,1
GO:0008654,"phospholipid biosynthetic process",0.889%,null,null,5.057,-1.3755,0.774,0.878,6644,1
GO:0034440,"lipid oxidation",0.087%,null,null,4.045,-2.1682,0.830,0.613,6644,1
GO:0050803,"regulation of synapse structure or activity",0.034%, 3.912,-6.575,3.640,-7.8642,0.858,0.408,50803,0
GO:0007169,"transmembrane receptor protein tyrosine kinase signaling pathway",0.167%, 1.248,-5.866,4.331,-3.2787,0.751,0.416,7169,0
GO:0048013,"ephrin receptor signaling pathway",0.016%,null,null,3.308,-1.3690,0.784,0.774,7169,1
GO:0007215,"glutamate receptor signaling pathway",0.096%,null,null,4.092,-2.9948,0.760,0.697,7169,1
GO:0007167,"enzyme linked receptor protein signaling pathway",0.279%,null,null,4.554,-2.2031,0.743,0.757,7169,1
GO:0035235,"ionotropic glutamate receptor signaling pathway",0.084%,null,null,4.030,-2.2118,0.761,0.689,7169,1
GO:0090234,"regulation of kinetochore assembly",0.001%, 6.339,-2.503,2.093,-1.3428,0.689,0.422,90234,0
GO:0044087,"regulation of cellular component biogenesis",0.404%, 5.634,-3.083,4.715,-8.5674,0.679,0.423,44087,0
GO:0007267,"cell-cell signaling",0.407%, 2.848,-0.919,4.718,-1.8058,0.809,0.426,7267,0
GO:0007206,"phospholipase C-activating G-protein coupled glutamate receptor signaling pathway",0.000%, 0.088,-6.359,0.845,-1.3428,0.837,0.443,7206,0
GO:0097435,"supramolecular fiber organization",0.345%, 6.030, 1.387,4.646,-3.1772,0.713,0.452,97435,0
GO:0034329,"cell junction assembly",0.044%, 6.411, 0.316,3.754,-1.7469,0.718,0.453,34329,0
GO:0034332,"adherens junction organization",0.023%,null,null,3.464,-1.3939,0.753,0.929,34329,1
GO:0007043,"cell-cell junction assembly",0.025%,null,null,3.500,-1.6415,0.727,0.934,34329,1
GO:0097061,"dendritic spine organization",0.009%, 6.961, 0.003,3.085,-3.5267,0.719,0.459,97061,0
GO:0046847,"filopodium assembly",0.011%,null,null,3.161,-2.3633,0.696,0.553,97061,1
GO:0007264,"small GTPase mediated signal transduction",0.485%, 1.856,-5.641,4.794,-3.6688,0.736,0.465,7264,0
GO:0038202,"TORC1 signaling",0.013%,null,null,3.219,-1.5567,0.783,0.872,7264,1
GO:0006282,"regulation of DNA repair",0.057%,null,null,3.867,-1.7726,0.737,0.878,7264,1
GO:0036480,"neuron intrinsic apoptotic signaling pathway in response to oxidative stress",0.002%,null,null,2.288,-1.3509,0.773,0.917,7264,1
GO:0007265,"Ras protein signal transduction",0.225%,null,null,4.461,-2.1974,0.746,0.868,7264,1
GO:0046578,"regulation of Ras protein signal transduction",0.194%,null,null,4.397,-1.5186,0.731,0.857,7264,1
GO:2000779,"regulation of double-strand break repair",0.015%,null,null,3.275,-2.1066,0.757,0.750,7264,1
GO:0032008,"positive regulation of TOR signaling",0.016%,null,null,3.317,-1.7203,0.701,0.884,7264,1
GO:0032006,"regulation of TOR signaling",0.038%,null,null,3.691,-2.3920,0.753,0.740,7264,1
GO:1903376,"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0.002%,null,null,2.288,-1.3509,0.756,0.601,7264,1
GO:1903432,"regulation of TORC1 signaling",0.010%,null,null,3.112,-1.6253,0.771,0.859,7264,1
GO:0051056,"regulation of small GTPase mediated signal transduction",0.218%,null,null,4.447,-2.8976,0.729,0.539,7264,1
GO:0080135,"regulation of cellular response to stress",0.182%,null,null,4.368,-1.9535,0.771,0.714,7264,1
GO:2001022,"positive regulation of response to DNA damage stimulus",0.019%,null,null,3.392,-1.3159,0.731,0.893,7264,1
GO:2001020,"regulation of response to DNA damage stimulus",0.078%,null,null,3.999,-1.9208,0.781,0.842,7264,1
GO:0016567,"protein ubiquitination",0.523%,-3.596, 4.905,4.827,-5.7533,0.863,0.470,16567,0
GO:0032446,"protein modification by small protein conjugation",0.607%,null,null,4.891,-4.7902,0.862,0.920,16567,1
GO:0000209,"protein polyubiquitination",0.066%,null,null,3.929,-3.1712,0.882,0.807,16567,1
GO:0006470,"protein dephosphorylation",0.585%,-2.488, 4.168,4.875,-1.7688,0.845,0.475,6470,0
GO:0035335,"peptidyl-tyrosine dephosphorylation",0.255%,null,null,4.514,-1.4511,0.855,0.779,6470,1
GO:0031644,"regulation of neurological system process",0.008%, 4.053,-5.834,3.022,-1.5799,0.759,0.483,31644,0
GO:0031929,"TOR signaling",0.065%, 1.524,-5.843,3.922,-3.2544,0.770,0.488,31929,0
GO:0007010,"cytoskeleton organization",0.786%, 7.096,-1.009,5.004,-9.6861,0.724,0.490,7010,0
GO:0098840,"protein transport along microtubule",0.019%,null,null,3.394,-6.4086,0.740,0.999,7010,1
GO:0030832,"regulation of actin filament length",0.130%,null,null,4.221,-1.5274,0.577,0.970,7010,1
GO:0022613,"ribonucleoprotein complex biogenesis",1.614%,null,null,5.316,-2.2192,0.749,0.645,7010,1
GO:0006364,"rRNA processing",0.952%,null,null,5.087,-1.6245,0.655,0.683,7010,1
GO:0051258,"protein polymerization",0.231%,null,null,4.471,-4.5170,0.727,0.789,7010,1
GO:0016072,"rRNA metabolic process",0.965%,null,null,5.093,-1.6714,0.877,0.702,7010,1
GO:0051276,"chromosome organization",1.477%,null,null,5.278,-1.4575,0.710,0.708,7010,1
GO:0010638,"positive regulation of organelle organization",0.205%,null,null,4.420,-2.1925,0.564,0.862,7010,1
GO:0042073,"intraciliary transport",0.019%,null,null,3.387,-6.0359,0.576,0.938,7010,1
GO:0032970,"regulation of actin filament-based process",0.179%,null,null,4.362,-1.3428,0.736,0.926,7010,1
GO:0032956,"regulation of actin cytoskeleton organization",0.173%,null,null,4.346,-1.7833,0.573,0.924,7010,1
GO:0048285,"organelle fission",0.463%,null,null,4.774,-1.6799,0.734,0.627,7010,1
GO:0051495,"positive regulation of cytoskeleton organization",0.118%,null,null,4.180,-2.1740,0.569,0.825,7010,1
GO:0051493,"regulation of cytoskeleton organization",0.232%,null,null,4.474,-3.9801,0.607,0.808,7010,1
GO:0010970,"transport along microtubule",0.051%,null,null,3.819,-7.2805,0.735,0.744,7010,1
GO:0070925,"organelle assembly",0.571%,null,null,4.865,-6.0273,0.707,0.641,7010,1
GO:0001578,"microtubule bundle formation",0.027%,null,null,3.533,-6.4853,0.705,0.710,7010,1
GO:0099111,"microtubule-based transport",0.051%,null,null,3.819,-7.6302,0.785,0.771,7010,1
GO:0099118,"microtubule-based protein transport",0.019%,null,null,3.394,-6.4086,0.769,0.939,7010,1
GO:0035735,"intraciliary transport involved in cilium assembly",0.004%,null,null,2.688,-6.4238,0.595,0.853,7010,1
GO:0007018,"microtubule-based movement",0.287%,null,null,4.567,-5.5253,0.814,0.854,7010,1
GO:0007015,"actin filament organization",0.240%,null,null,4.488,-1.6714,0.666,0.949,7010,1
GO:0030036,"actin cytoskeleton organization",0.381%,null,null,4.690,-4.0184,0.661,0.843,7010,1
GO:0034622,"cellular macromolecular complex assembly",1.211%,null,null,5.191,-5.4715,0.698,0.752,7010,1
GO:1903008,"organelle disassembly",0.041%,null,null,3.716,-1.3315,0.720,0.617,7010,1
GO:0000226,"microtubule cytoskeleton organization",0.293%,null,null,4.575,-7.5264,0.659,0.601,7010,1
GO:0009083,"branched-chain amino acid catabolic process",0.034%, 1.310, 6.599,3.636,-1.9646,0.757,0.492,9083,0
GO:0006551,"leucine metabolic process",0.162%,null,null,4.317,-1.3509,0.827,0.742,9083,1
