term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0072347,"response to anesthetic",0.001%,-4.888,-4.687,1.826,-2.5754,0.913,0.574,72347,0
GO:0044057,"regulation of system process",0.088%,-0.167, 7.426,4.052,-5.0743,0.642,0.578,44057,0
GO:0003013,"circulatory system process",0.099%,null,null,4.104,-2.4874,0.761,0.817,44057,1
GO:0050877,"neurological system process",0.502%,null,null,4.809,-2.8608,0.735,0.809,44057,1
GO:0051241,"negative regulation of multicellular organismal process",0.211%,null,null,4.432,-2.8077,0.582,0.763,44057,1
GO:0048589,"developmental growth",0.177%,-0.272,-1.510,4.356,-4.5358,0.748,0.588,48589,0
GO:0048588,"developmental cell growth",0.049%,null,null,3.803,-2.6040,0.690,0.862,48589,1
GO:0060560,"developmental growth involved in morphogenesis",0.068%,null,null,3.943,-2.6712,0.753,0.881,48589,1
GO:0048638,"regulation of developmental growth",0.085%,null,null,4.039,-2.9792,0.653,0.856,48589,1
GO:0040008,"regulation of growth",0.172%,null,null,4.343,-2.6633,0.804,0.903,48589,1
GO:0006090,"pyruvate metabolic process",0.817%,-3.367,-0.052,5.021,-2.6985,0.810,0.590,6090,0
GO:0060322,"head development",0.151%,-0.303,-0.719,4.287,-6.4690,0.767,0.591,60322,0
GO:0051204,"protein insertion into mitochondrial membrane",0.006%, 6.011, 0.436,2.854,-2.3912,0.707,0.593,51204,0
GO:0051094,"positive regulation of developmental process",0.258%, 0.304, 6.415,4.521,-2.5632,0.647,0.600,51094,0
GO:1901700,"response to oxygen-containing compound",0.503%,-5.546,-4.036,4.810,-4.6619,0.877,0.602,1901700,0
GO:0086065,"cell communication involved in cardiac conduction",0.007%,-1.985, 6.826,2.965,-4.9296,0.614,0.608,86065,0
GO:0008015,"blood circulation",0.097%,null,null,4.097,-2.5754,0.748,0.866,86065,1
GO:0061337,"cardiac conduction",0.012%,null,null,3.205,-2.6183,0.607,0.899,86065,1
GO:0055117,"regulation of cardiac muscle contraction",0.012%,null,null,3.191,-3.9401,0.654,0.854,86065,1
GO:0002027,"regulation of heart rate",0.017%,null,null,3.350,-3.0343,0.603,0.897,86065,1
GO:0019226,"transmission of nerve impulse",0.013%,null,null,3.230,-2.5754,0.691,0.925,86065,1
GO:0086064,"cell communication by electrical coupling involved in cardiac conduction",0.001%,null,null,2.255,-3.0367,0.643,0.867,86065,1
GO:0086091,"regulation of heart rate by cardiac conduction",0.007%,null,null,2.942,-2.1870,0.579,0.939,86065,1
GO:0060048,"cardiac muscle contraction",0.022%,null,null,3.460,-2.5343,0.757,0.940,86065,1
GO:0086003,"cardiac muscle cell contraction",0.011%,null,null,3.148,-2.3962,0.680,0.926,86065,1
GO:0086004,"regulation of cardiac muscle cell contraction",0.006%,null,null,2.881,-3.0476,0.519,0.935,86065,1
GO:0090257,"regulation of muscle system process",0.039%,null,null,3.703,-2.2470,0.640,0.815,86065,1
GO:0010882,"regulation of cardiac muscle contraction by calcium ion signaling",0.002%,null,null,2.501,-3.6078,0.602,0.893,86065,1
GO:0010881,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",0.001%,null,null,2.246,-2.2527,0.407,0.867,86065,1
GO:0031644,"regulation of neurological system process",0.008%,null,null,3.022,-4.4234,0.672,0.742,86065,1
GO:0006942,"regulation of striated muscle contraction",0.016%,null,null,3.302,-3.2551,0.654,0.907,86065,1
GO:0006936,"muscle contraction",0.066%,null,null,3.930,-2.1318,0.754,0.942,86065,1
GO:0006937,"regulation of muscle contraction",0.031%,null,null,3.603,-2.5351,0.643,0.931,86065,1
GO:0010035,"response to inorganic substance",0.317%,-5.437,-3.741,4.609,-2.3443,0.881,0.611,10035,0
GO:0072511,"divalent inorganic cation transport",0.393%, 6.849,-1.170,4.702,-2.1692,0.829,0.618,72511,0
GO:0009132,"nucleoside diphosphate metabolic process",0.698%,-4.009, 0.852,4.952,-2.5286,0.784,0.619,9132,0
GO:0019725,"cellular homeostasis",1.253%,-0.036, 6.929,5.206,-7.6033,0.647,0.622,19725,0
GO:0055082,"cellular chemical homeostasis",0.376%,null,null,4.683,-6.2515,0.664,0.941,19725,1
GO:0055080,"cation homeostasis",0.378%,null,null,4.685,-5.1397,0.736,0.978,19725,1
GO:0055074,"calcium ion homeostasis",0.096%,null,null,4.093,-3.4473,0.753,0.984,19725,1
GO:0055065,"metal ion homeostasis",0.309%,null,null,4.598,-4.5662,0.738,0.961,19725,1
GO:0006873,"cellular ion homeostasis",0.324%,null,null,4.619,-5.1397,0.665,0.965,19725,1
GO:0006874,"cellular calcium ion homeostasis",0.091%,null,null,4.067,-3.6868,0.687,0.834,19725,1
GO:0006875,"cellular metal ion homeostasis",0.250%,null,null,4.506,-4.2996,0.669,0.963,19725,1
GO:0050801,"ion homeostasis",0.434%,null,null,4.746,-6.4827,0.735,0.821,19725,1
GO:0097553,"calcium ion transmembrane import into cytosol",0.026%,null,null,3.515,-2.3327,0.591,0.908,19725,1
GO:0051480,"regulation of cytosolic calcium ion concentration",0.055%,null,null,3.846,-2.1468,0.696,0.956,19725,1
GO:0048878,"chemical homeostasis",0.543%,null,null,4.843,-5.2328,0.745,0.840,19725,1
GO:0072507,"divalent inorganic cation homeostasis",0.111%,null,null,4.154,-3.9066,0.755,0.848,19725,1
GO:0072503,"cellular divalent inorganic cation homeostasis",0.104%,null,null,4.125,-3.5474,0.684,0.980,19725,1
GO:0030003,"cellular cation homeostasis",0.282%,null,null,4.559,-4.9735,0.667,0.953,19725,1
GO:0098771,"inorganic ion homeostasis",0.410%,null,null,4.721,-5.3149,0.734,0.949,19725,1
GO:0099500,"vesicle fusion to plasma membrane",0.003%, 5.508, 0.751,2.575,-5.5240,0.709,0.624,99500,0
GO:0090174,"organelle membrane fusion",0.065%,null,null,3.924,-4.8545,0.787,0.935,99500,1
GO:0006906,"vesicle fusion",0.064%,null,null,3.915,-4.9176,0.708,0.824,99500,1
GO:0016052,"carbohydrate catabolic process",1.078%,-0.413,-5.877,5.141,-2.2197,0.941,0.627,16052,0
GO:0019693,"ribose phosphate metabolic process",3.032%,-3.195,-0.382,5.590,-2.3285,0.892,0.628,19693,0
GO:0006094,"gluconeogenesis",0.262%,-1.823,-3.944,4.527,-4.8545,0.847,0.629,6094,0
GO:0046364,"monosaccharide biosynthetic process",0.277%,null,null,4.551,-4.3938,0.849,0.806,6094,1
GO:0046365,"monosaccharide catabolic process",0.115%,null,null,4.167,-4.2049,0.855,0.750,6094,1
GO:0019318,"hexose metabolic process",0.641%,null,null,4.915,-2.7080,0.839,0.908,6094,1
GO:0019319,"hexose biosynthetic process",0.263%,null,null,4.528,-4.6718,0.847,0.988,6094,1
GO:0006006,"glucose metabolic process",0.430%,null,null,4.741,-3.0688,0.843,0.881,6094,1
GO:0006813,"potassium ion transport",0.476%, 7.631,-1.402,4.786,-4.4535,0.820,0.632,6813,0
GO:0006816,"calcium ion transport",0.197%,null,null,4.404,-2.1616,0.826,0.930,6813,1
GO:0070838,"divalent metal ion transport",0.358%,null,null,4.662,-2.2382,0.819,0.732,6813,1
GO:0060401,"cytosolic calcium ion transport",0.035%,null,null,3.658,-2.3565,0.844,0.813,6813,1
GO:0019233,"sensory perception of pain",0.016%,-0.779, 2.858,3.320,-3.1206,0.783,0.633,19233,0
GO:0051952,"regulation of amine transport",0.012%, 6.016, 3.813,3.199,-2.7106,0.711,0.641,51952,0
GO:0051588,"regulation of neurotransmitter transport",0.014%, 5.912, 3.432,3.240,-2.4959,0.670,0.645,51588,0
GO:0032990,"cell part morphogenesis",0.174%,-0.295, 2.295,4.349,-11.1141,0.677,0.650,32990,0
GO:0043266,"regulation of potassium ion transport",0.017%, 5.713, 3.823,3.335,-3.9245,0.683,0.655,43266,0
GO:1901016,"regulation of potassium ion transmembrane transporter activity",0.010%,null,null,3.113,-2.6035,0.618,0.962,43266,1
GO:1901379,"regulation of potassium ion transmembrane transport",0.014%,null,null,3.258,-2.8788,0.618,0.828,43266,1
GO:0023057,"negative regulation of signaling",0.290%,-0.208, 8.037,4.570,-3.1489,0.708,0.658,23057,0
GO:0061620,"glycolytic process through glucose-6-phosphate",0.002%,-3.146,-1.561,2.290,-7.7109,0.817,0.660,61620,0
GO:0019674,"NAD metabolic process",0.308%,-3.614, 0.591,4.596,-7.0770,0.791,0.671,19674,0
GO:0033365,"protein localization to organelle",0.609%, 7.182,-1.980,4.893,-2.6432,0.823,0.672,33365,0
GO:0051640,"organelle localization",0.223%, 6.638,-1.708,4.456,-2.4438,0.849,0.680,51640,0
GO:0035690,"cellular response to drug",0.013%,-5.218,-3.686,3.223,-2.8389,0.873,0.681,35690,0
GO:0050890,"cognition",0.053%,-0.899, 3.394,3.832,-3.6605,0.768,0.684,50890,0
GO:0090087,"regulation of peptide transport",0.033%, 5.992, 3.956,3.628,-2.8395,0.690,0.686,90087,0
GO:0051130,"positive regulation of cellular component organization",0.374%, 1.753, 5.974,4.681,-2.5632,0.681,0.689,51130,0
GO:1903115,"regulation of actin filament-based movement",0.006%, 5.385, 4.410,2.919,-2.6061,0.672,0.689,1903115,0
GO:0016051,"carbohydrate biosynthetic process",1.079%,-1.268,-5.220,5.141,-3.9322,0.855,0.690,16051,0
GO:0032409,"regulation of transporter activity",0.039%, 5.670, 4.312,3.697,-3.4950,0.699,0.694,32409,0
GO:0051589,"negative regulation of neurotransmitter transport",0.003%, 6.048, 3.503,2.512,-2.5786,0.675,0.695,51589,0
GO:0031646,"positive regulation of neurological system process",0.003%,-0.579, 6.418,2.515,-3.6078,0.645,0.699,31646,0
